human_id,ST,host_source_raw,collection_year,country
SAMN47951578,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951579,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951580,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951581,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951582,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951583,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951584,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951585,ST147,Homo sapiens,2023,Germany:Berlin
SAMN47951586,ST147,Homo sapiens,2024,Germany:Berlin
SAMN47951587,ST147,Homo sapiens,2024,Germany:Berlin
SAMN47951588,ST147,Homo sapiens,2023,Germany:Berlin
SAMN47951589,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951590,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951592,ST147,Homo sapiens,2023,Germany:Berlin
SAMN47951593,ST147,Homo sapiens,2023,Germany:Berlin
SAMN47951595,ST147,Homo sapiens,2021,Germany:Berlin
SAMN47951596,ST147,Homo sapiens,2021,Germany:Berlin
SAMN47951597,ST147,Homo sapiens,2021,Germany:Berlin
SAMN47951598,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951599,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951600,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951601,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951602,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951603,ST147,Homo sapiens,2021,Germany:Berlin
SAMN47951604,ST147,Homo sapiens,2021,Germany:Berlin
SAMN47951605,ST147,Homo sapiens,2021,Germany:Berlin
SAMN47951606,ST147,Homo sapiens,2021,Germany:Berlin
SAMN47951607,ST147,Homo sapiens,2021,Germany:Berlin
SAMN47951608,ST147,Homo sapiens,2021,Germany:Berlin
SAMN47951609,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951610,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951611,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951612,ST147,Homo sapiens,2023,Germany:Berlin
SAMN47951613,ST147,Homo sapiens,2023,Germany:Berlin
SAMN47951614,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951615,ST147,Homo sapiens,2023,Germany:Berlin
SAMN47951616,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951617,ST147,Homo sapiens,2023,Germany:Berlin
SAMN47951618,ST147,Homo sapiens,2022,Germany:Berlin
SAMN47951619,ST147,Homo sapiens,2023,Germany:Berlin
SAMN47951620,ST147,Homo sapiens,2024,Germany:Berlin
SAMN47951621,ST395,Homo sapiens,2022,Germany:Berlin
SAMN47951622,ST392,Homo sapiens,2024,Germany:Berlin
SAMN47951624,ST395,Homo sapiens,2023,Germany:Berlin
SAMN47951625,ST147,Homo sapiens,2023,Germany:Berlin
SAMN47951626,ST147,Homo sapiens,2024,Germany:Berlin
SAMN47951627,ST147,Homo sapiens,2024,Germany:Berlin
SAMN47951628,ST147,Homo sapiens,2024,Germany:Berlin
SAMN47951629,ST147,Homo sapiens,2024,Germany:Berlin
SAMN47951630,ST147,Homo sapiens,2024,Germany:Berlin
SAMN47951635,ST147,Homo sapiens,2024,Germany:Berlin
SAMN47951636,ST395,Homo sapiens,2024,Germany:Berlin
SAMN47951637,ST147,Homo sapiens,2023,Germany:Berlin
SAMN48599403,ST23,Homo sapiens,2019,Kenya: Kilifi
SAMN48599404,ST17,Homo sapiens,2019,Kenya: Kilifi
SAMN48599405,ST17,Homo sapiens,2019,Kenya: Kilifi
SAMN48599406,ST1427,Homo sapiens,2019,Kenya: Kilifi
SAMN48599408,ST17,Homo sapiens,2019,Kenya: Kilifi
SAMN48599409,ST0,Homo sapiens,2019,Kenya: Kilifi
SAMN48599410,ST17,Homo sapiens,2019,Kenya: Kilifi
SAMN48599411,ST1741,Homo sapiens,2019,Kenya: Kilifi
SAMN48599412,ST789,Homo sapiens,2019,Kenya: Kilifi
SAMN48599413,ST1741,Homo sapiens,2019,Kenya: Kilifi
SAMN48599414,ST17,Homo sapiens,2019,Kenya: Kilifi
SAMN48599415,ST6774,Homo sapiens,2019,Kenya: Kilifi
SAMN48599418,ST17,Homo sapiens,2020,Kenya: Kilifi
SAMN48599419,ST661,Homo sapiens,2020,Kenya: Kilifi
SAMN48599420,ST33,Homo sapiens,2020,Kenya: Kilifi
SAMN48599421,ST17,Homo sapiens,2020,Kenya: Kilifi
SAMN48599422,ST17,Homo sapiens,2020,Kenya: Kilifi
SAMN48599423,ST17,Homo sapiens,2020,Kenya: Kilifi
SAMN48599424,ST17,Homo sapiens,2020,Kenya: Kilifi
SAMN48599425,ST17,Homo sapiens,2020,Kenya: Kilifi
SAMN48599426,ST17,Homo sapiens,2020,Kenya: Kilifi
SAMN48599427,ST307,Homo sapiens,2020,Kenya: Kilifi
SAMN48599428,ST17,Homo sapiens,2020,Kenya: Kilifi
SAMN48599429,ST17,Homo sapiens,2020,Kenya: Kilifi
SAMN48599430,ST530,Homo sapiens,2020,Kenya: Kilifi
SAMN48599431,ST530,Homo sapiens,2020,Kenya: Kilifi
SAMN48599432,ST45,Homo sapiens,2020,Kenya: Kilifi
SAMN48599433,ST413,Homo sapiens,2020,Kenya: Kilifi
SAMN48599434,ST4,Homo sapiens,2020,Kenya: Kilifi
SAMN48599435,ST39,Homo sapiens,2020,Kenya: Kilifi
SAMN48599436,ST1799,Homo sapiens,2020,Kenya: Kilifi
SAMN48599437,ST1799,Homo sapiens,2020,Kenya: Kilifi
SAMN48599438,ST337,Homo sapiens,2020,Kenya: Kilifi
SAMN48599439,ST1777,Homo sapiens,2021,Kenya: Kilifi
SAMN48599440,ST45,Homo sapiens,2021,Kenya: Kilifi
SAMN48599441,ST1425,Homo sapiens,2021,Kenya: Kilifi
SAMN48599442,ST2632,Homo sapiens,2021,Kenya: Kiambu
SAMN48599443,ST2632,Homo sapiens,2021,Kenya: Kiambu
SAMN48599444,ST2074,Homo sapiens,2021,Kenya: Kiambu
SAMN48599445,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599446,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599447,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599448,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599449,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599450,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599451,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599452,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599454,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599455,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599456,ST6776,Homo sapiens,2021,Kenya: Kilifi
SAMN48599457,ST6776,Homo sapiens,2021,Kenya: Kilifi
SAMN48599458,ST394,Homo sapiens,2021,Kenya: Kilifi
SAMN48599459,ST243,Homo sapiens,2021,Kenya: Kilifi
SAMN48599460,ST48,Homo sapiens,2021,Kenya: Kiambu
SAMN48599461,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599462,ST14,Homo sapiens,2021,Kenya: Kiambu
SAMN48599463,ST39,Homo sapiens,2021,Kenya: Nairobi
SAMN48599464,ST469,Homo sapiens,2021,Kenya: Kilifi
SAMN48599465,ST39,Homo sapiens,2021,Kenya: Nairobi
SAMN48599466,ST39,Homo sapiens,2021,Kenya: Nairobi
SAMN48599467,ST39,Homo sapiens,2021,Kenya: Nairobi
SAMN48599468,ST48,Homo sapiens,2021,Kenya: Kiambu
SAMN48599469,ST45,Homo sapiens,2021,Kenya: Kilifi
SAMN48599470,ST6775,Homo sapiens,2021,Kenya: Kiambu
SAMN48599471,ST234,Homo sapiens,2022,Kenya: Kilifi
SAMN48599472,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599473,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599474,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599475,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599476,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599477,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599478,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599479,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599480,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599481,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599482,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599483,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599484,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599485,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599486,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599487,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599488,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599489,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599490,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599491,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599492,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599493,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599494,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599495,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599496,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599498,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599499,ST6775,Homo sapiens,2022,Kenya: Kiambu
SAMN48599501,ST987,Homo sapiens,2022,Kenya: Kilifi
SAMN48599502,ST130,Homo sapiens,2022,Kenya: Nairobi
SAMN48599503,ST14,Homo sapiens,2022,Kenya: Nairobi
SAMN48599504,ST28,Homo sapiens,2022,Kenya: Kilifi
SAMN48599505,ST200,Homo sapiens,2022,Kenya: Kilifi
SAMN48599506,ST1109,Homo sapiens,2022,Kenya: Kilifi
SAMN48599507,ST307,Homo sapiens,2022,Kenya: Kilifi
SAMN48599508,ST14,Homo sapiens,2022,Kenya: Nairobi
SAMN48599510,ST14,Homo sapiens,2022,Kenya: Nairobi
SAMN48599511,ST14,Homo sapiens,2022,Kenya: Nairobi
SAMN48599512,ST14,Homo sapiens,2022,Kenya: Nairobi
SAMN48599515,ST14,Homo sapiens,2022,Kenya: Nairobi
SAMN48599517,ST14,Homo sapiens,2022,Kenya: Nairobi
SAMN48599518,ST14,Homo sapiens,2022,Kenya: Nairobi
SAMN48599520,ST14,Homo sapiens,2022,Kenya: Nairobi
SAMN48599522,ST610,Homo sapiens,2022,Kenya: Kilifi
SAMN48599524,ST14,Homo sapiens,2022,Kenya: Nairobi
SAMN48599525,ST31,Homo sapiens,2022,Kenya: Kilifi
SAMN48599526,ST0,Homo sapiens,2022,Kenya: Kilifi
SAMN48599528,ST585,Homo sapiens,2022,Kenya: Kilifi
SAMN48599529,ST585,Homo sapiens,2022,Kenya: Kilifi
SAMN48599530,ST3,Homo sapiens,2023,Kenya: Kilifi
SAMN48599531,ST585,Homo sapiens,2023,Kenya: Kilifi
SAMN48599532,ST73,Homo sapiens,2023,Kenya: Kilifi
SAMN48599533,ST307,Homo sapiens,2023,Kenya: Kilifi
SAMN48599534,ST0,Homo sapiens,2023,Kenya: Kilifi
SAMN48741225,ST1838,Homo sapiens,2019,Czech Republic: Bulovka
SAMN48741242,ST17,Homo sapiens,2020,Czech Republic: Bulovka
SAMN48878019,ST0,Homo sapiens,2023,USA: California
SAMN48878022,ST380,Homo sapiens,2023,USA: California
SAMN48878038,ST86,Homo sapiens,2023,USA: California
SAMN48878051,ST15,Homo sapiens,2023,USA: California
SAMN48878055,ST0,Homo sapiens,2023,USA: California
SAMN48878063,ST37,Homo sapiens,2023,USA: California
SAMN48878077,ST86,Homo sapiens,2023,USA: California
SAMN48878080,ST45,Homo sapiens,2023,USA: California
SAMN48878094,ST0,Homo sapiens,2023,USA: California
SAMN48878141,ST20,Homo sapiens,2023,USA: California
SAMN48878144,ST45,Homo sapiens,2023,USA: California
SAMN48878151,ST258,Homo sapiens,2023,USA: California
SAMN48878152,ST405,Homo sapiens,2023,USA: California
SAMN48878173,ST469,Homo sapiens,2023,USA: California
SAMN48878193,ST189,Homo sapiens,2023,USA: California
SAMN48878199,ST940,Homo sapiens,2023,USA: California
SAMN48878203,ST202,Homo sapiens,2023,USA: California
SAMN48878211,ST20,Homo sapiens,2023,USA: California
SAMN48878212,ST20,Homo sapiens,2023,USA: California
SAMN48878217,ST86,Homo sapiens,2023,USA: California
SAMN48878226,ST628,Homo sapiens,2023,USA: California
SAMN48878247,ST321,Homo sapiens,2023,USA: California
SAMN48878251,ST661,Homo sapiens,2023,USA: California
SAMN48878256,ST661,Homo sapiens,2023,USA: California
SAMN48878265,ST405,Homo sapiens,2023,USA: California
SAMN48878273,ST469,Homo sapiens,2023,USA: California
SAMN48878279,ST37,Homo sapiens,2023,USA: California
SAMN48878290,ST436,Homo sapiens,2023,USA: California
SAMN48878301,ST502,Homo sapiens,2023,USA: California
SAMN48878309,ST1229,Homo sapiens,2023,USA: California
SAMN48878315,ST380,Homo sapiens,2023,USA: California
SAMN48878318,ST307,Homo sapiens,2023,USA: California
SAMN48878319,ST34,Homo sapiens,2023,USA: California
SAMN48878326,ST661,Homo sapiens,2023,USA: California
SAMN48878340,ST3690,Homo sapiens,2023,USA: California
SAMN48878346,ST8843,Homo sapiens,2023,USA: California
SAMN48878353,ST33,Homo sapiens,2023,USA: California
SAMN48878364,ST41,Homo sapiens,2023,USA: California
SAMN48878379,ST2440,Homo sapiens,2023,USA: California
SAMN48878380,ST110,Homo sapiens,2023,USA: California
SAMN48878412,ST36,Homo sapiens,2023,USA: California
SAMN48878424,ST58829,Homo sapiens,2023,USA: California
SAMN48878443,ST17,Homo sapiens,2023,USA: California
SAMN48878444,ST58829,Homo sapiens,2023,USA: California
SAMN48878447,ST1823,Homo sapiens,2023,USA: California
SAMN48878461,ST14,Homo sapiens,2023,USA: California
SAMN48878473,ST405,Homo sapiens,2023,USA: California
SAMN48878480,ST357,Homo sapiens,2023,USA: California
SAMN48878483,ST1824,Homo sapiens,2023,USA: California
SAMN48878500,ST76,Homo sapiens,2023,USA: California
SAMN48878525,ST8815,Homo sapiens,2023,USA: California
SAMN48878529,ST2601,Homo sapiens,2023,USA: California
SAMN48878551,ST3056,Homo sapiens,2023,USA: California
SAMN48878557,ST29,Homo sapiens,2023,USA: California
SAMN48878565,ST307,Homo sapiens,2023,USA: California
SAMN48878570,ST189,Homo sapiens,2023,USA: California
SAMN48878571,ST86,Homo sapiens,2023,USA: California
SAMN48878572,ST189,Homo sapiens,2023,USA: California
SAMN48878583,ST6401,Homo sapiens,2023,USA: California
SAMN48878586,ST65,Homo sapiens,2023,USA: California
SAMN48878608,ST299,Homo sapiens,2023,USA: California
SAMN48878611,ST785,Homo sapiens,2023,USA: California
SAMN48878612,ST34,Homo sapiens,2023,USA: California
SAMN48878622,ST526,Homo sapiens,2023,USA: California
SAMN48878623,ST134,Homo sapiens,2023,USA: California
SAMN48878631,ST307,Homo sapiens,2023,USA: California
SAMN48878645,ST34,Homo sapiens,2023,USA: California
SAMN48878654,ST14,Homo sapiens,2023,USA: California
SAMN48878656,ST307,Homo sapiens,2023,USA: California
SAMN48878683,ST1037,Homo sapiens,2023,USA: California
SAMN48878693,ST792,Homo sapiens,2023,USA: California
SAMN48878700,ST307,Homo sapiens,2023,USA: California
SAMN48878703,ST17,Homo sapiens,2023,USA: California
SAMN48878712,ST1691,Homo sapiens,2023,USA: California
SAMN48878714,ST792,Homo sapiens,2023,USA: California
SAMN48878748,ST628,Homo sapiens,2023,USA: California
SAMN48878754,ST2447,Homo sapiens,2023,USA: California
SAMN48878774,ST1128,Homo sapiens,2023,USA: California
SAMN48878775,ST37,Homo sapiens,2023,USA: California
SAMN48878790,ST34,Homo sapiens,2023,USA: California
SAMN48878800,ST3157,Homo sapiens,2023,USA: California
SAMN48878805,ST3031,Homo sapiens,2023,USA: California
SAMN48878817,ST321,Homo sapiens,2023,USA: California
SAMN48878819,ST37,Homo sapiens,2023,USA: California
SAMN48878822,ST45,Homo sapiens,2023,USA: California
SAMN48878834,ST1876,Homo sapiens,2023,USA: California
SAMN48878860,ST219,Homo sapiens,2023,USA: California
SAMN48878879,ST17,Homo sapiens,2023,USA: California
SAMN48878891,ST323,Homo sapiens,2023,USA: California
SAMN48878895,ST950,Homo sapiens,2023,USA: California
SAMN48878929,ST1015,Homo sapiens,2023,USA: California
SAMN48878930,ST2726,Homo sapiens,2023,USA: California
SAMN48878940,ST3329,Homo sapiens,2023,USA: California
SAMN48878952,ST2459,Homo sapiens,2023,USA: California
SAMN48878959,ST1496,Homo sapiens,2023,USA: California
SAMN48878966,ST20,Homo sapiens,2023,USA: California
SAMN48971806,ST36,Homo sapiens,2021,South Africa
SAMN48971824,ST29,Homo sapiens,2021,South Africa
SAMN48971831,ST37,Homo sapiens,2021,South Africa
SAMN48971852,ST13,Homo sapiens,2021,South Africa
SAMN48971854,ST45,Homo sapiens,2021,South Africa
SAMN48971858,ST29,Homo sapiens,2021,South Africa
SAMN48971864,ST29,Homo sapiens,2021,South Africa
SAMN48971876,ST1119,Homo sapiens,2021,South Africa
SAMN48971886,ST711,Homo sapiens,2021,South Africa
SAMN48971904,ST15,Homo sapiens,2021,South Africa
SAMN48971915,ST200,Homo sapiens,2021,South Africa
SAMN48971920,ST48,Homo sapiens,2021,South Africa
SAMN48971921,ST433,Homo sapiens,2021,South Africa
SAMN48971928,ST17,Homo sapiens,2020,Nigeria
SAMN48971935,ST101,Homo sapiens,2021,Nigeria
SAMN48971939,ST20,Homo sapiens,2021,Nigeria
SAMN48971941,ST530,Homo sapiens,2021,Nigeria
SAMN48971944,ST22,Homo sapiens,2021,Nigeria
SAMN48971947,ST3483,Homo sapiens,2021,Nigeria
SAMN48971954,ST1741,Homo sapiens,2021,Nigeria
SAMN48971959,ST17,Homo sapiens,2021,Nigeria
SAMN48971966,ST8249,Homo sapiens,2021,Nigeria
SAMN48971970,ST17,Homo sapiens,2021,Nigeria
SAMN48971976,ST147,Homo sapiens,2021,Nigeria
SAMN48971977,ST17,Homo sapiens,2021,Nigeria
SAMN48971983,ST4083,Homo sapiens,2021,Nigeria
SAMN48971985,ST14,Homo sapiens,2022,Nigeria
SAMN48971986,ST17,Homo sapiens,2022,Nigeria
SAMN48971991,ST4860,Homo sapiens,2020,Ghana
SAMN48971995,ST39,Homo sapiens,2021,Ghana
SAMN48971999,ST39,Homo sapiens,2021,Ghana
SAMN48972008,ST14,Homo sapiens,2021,Ghana
SAMN48972009,ST39,Homo sapiens,2021,Ghana
SAMN48972012,ST13,Homo sapiens,2021,Ghana
SAMN48972014,ST514,Homo sapiens,2021,Ghana
SAMN48972015,ST147,Homo sapiens,2021,Ghana
SAMN48972018,ST307,Homo sapiens,2021,Ghana
SAMN48972021,ST307,Homo sapiens,2021,Ghana
SAMN48972022,ST39,Homo sapiens,2021,Ghana
SAMN48972024,ST147,Homo sapiens,2021,Ghana
SAMN48972025,ST15,Homo sapiens,2021,Ghana
SAMN48972027,ST161,Homo sapiens,2021,Ghana
SAMN48972028,ST307,Homo sapiens,2021,Ghana
SAMN48972029,ST307,Homo sapiens,2021,Ghana
SAMN48972030,ST307,Homo sapiens,2021,Ghana
SAMN48972035,ST39,Homo sapiens,2021,Ghana
SAMN48972038,ST307,Homo sapiens,2021,Ghana
SAMN48972040,ST4,Homo sapiens,2021,Ghana
SAMN48972043,ST15,Homo sapiens,2021,Ghana
SAMN48972049,ST101,Homo sapiens,2021,Ghana
SAMN48972053,ST323,Homo sapiens,2021,Ghana
SAMN48972054,ST2158,Homo sapiens,2021,Ghana
SAMN48972056,ST101,Homo sapiens,2021,Ghana
SAMN48972057,ST432,Homo sapiens,2021,Ghana
SAMN48972059,ST815,Homo sapiens,2021,Ghana
SAMN48972062,ST101,Homo sapiens,2021,Ghana
SAMN48972063,ST101,Homo sapiens,2021,Ghana
SAMN48972064,ST39,Homo sapiens,2021,Ghana
SAMN48972066,ST4,Homo sapiens,2021,Ghana
SAMN48972069,ST587,Homo sapiens,2021,Ghana
SAMN48972073,ST101,Homo sapiens,2021,Ghana
SAMN48972074,ST323,Homo sapiens,2021,Ghana
SAMN48972075,ST147,Homo sapiens,2021,Ghana
SAMN48972077,ST147,Homo sapiens,2021,Ghana
SAMN48972079,ST711,Homo sapiens,2021,Ghana
SAMN48972080,ST394,Homo sapiens,2021,Ghana
SAMN48972089,ST39,Homo sapiens,2021,Ghana
SAMN48972090,ST307,Homo sapiens,2021,Ghana
SAMN48972092,ST17,Homo sapiens,2021,Ghana
SAMN48972095,ST17,Homo sapiens,2021,Ghana
SAMN48972097,ST22,Homo sapiens,2021,Ghana
SAMN48972099,ST985,Homo sapiens,2021,Ghana
SAMN48972101,ST13,Homo sapiens,2021,Ghana
SAMN48972103,ST530,Homo sapiens,2021,Ghana
SAMN48972105,ST25,Homo sapiens,2021,Ghana
SAMN48972109,ST13,Homo sapiens,2021,Ghana
SAMN48972117,ST841,Homo sapiens,2021,Ethiopia
SAMN48972137,ST20,Homo sapiens,2021,Ethiopia
SAMN48972143,ST664,Homo sapiens,2021,Ethiopia
SAMN48972144,ST45,Homo sapiens,2021,Ethiopia
SAMN48972158,ST1530,Homo sapiens,2021,Ethiopia
SAMN48972159,ST15,Homo sapiens,2021,Ethiopia
SAMN48972160,ST645628,Homo sapiens,2021,Ethiopia
SAMN48972176,ST45,Homo sapiens,2021,Ethiopia
SAMN48972188,ST29,Homo sapiens,2021,Ethiopia
SAMN48972192,ST20,Homo sapiens,2021,Ethiopia
SAMN48972206,ST32,Homo sapiens,2021,Ethiopia
SAMN48972210,ST29,Homo sapiens,2021,Ethiopia
SAMN48972212,ST152,Homo sapiens,2021,Ethiopia
SAMN48972227,ST505,Homo sapiens,2021,Ethiopia
SAMN48972243,ST29,Homo sapiens,2021,Ethiopia
SAMN48972244,ST20,Homo sapiens,2021,Ethiopia
SAMN48972256,ST29,Homo sapiens,2021,Ethiopia
SAMN48972259,ST9173,Homo sapiens,2021,Ethiopia
SAMN48972262,ST29,Homo sapiens,2021,Ethiopia
SAMN48972264,ST20,Homo sapiens,2021,Ethiopia
SAMN48972265,ST20,Homo sapiens,2021,Ethiopia
SAMN48972275,ST20,Homo sapiens,2021,Ethiopia
SAMN48972277,ST8,Homo sapiens,2021,Ethiopia
SAMN48972278,ST20,Homo sapiens,2021,Ethiopia
SAMN48972283,ST20,Homo sapiens,2021,Ethiopia
SAMN48972287,ST20,Homo sapiens,2021,Ethiopia
SAMN48972288,ST20,Homo sapiens,2021,Ethiopia
SAMN48972290,ST20,Homo sapiens,2021,Ethiopia
SAMN48972292,ST20,Homo sapiens,2021,Ethiopia
SAMN48972295,ST20,Homo sapiens,2021,Ethiopia
SAMN48972297,ST45,Homo sapiens,2021,Ethiopia
SAMN48972303,ST1119,Homo sapiens,2021,Zambia
SAMN48972305,ST5856,Homo sapiens,2021,Zambia
SAMN48972308,ST1119,Homo sapiens,2021,Zambia
SAMN48972312,ST5856,Homo sapiens,2021,Zambia
SAMN48972313,ST268,Homo sapiens,2021,Zambia
SAMN48972314,ST5856,Homo sapiens,2021,Zambia
SAMN48972315,ST20,Homo sapiens,2021,Zambia
SAMN48972316,ST5856,Homo sapiens,2021,Zambia
SAMN48972320,ST101,Homo sapiens,2021,Zambia
SAMN48972322,ST20,Homo sapiens,2021,Zambia
SAMN48972324,ST5946,Homo sapiens,2021,Zambia
SAMN48972328,ST874,Homo sapiens,2021,Zambia
SAMN48972330,ST3719,Homo sapiens,2021,Zambia
SAMN48972334,ST45,Homo sapiens,2021,Zambia
SAMN48972336,ST252,Homo sapiens,2021,Zambia
SAMN48972339,ST6,Homo sapiens,2021,Zambia
SAMN48972340,ST4083,Homo sapiens,2021,Zambia
SAMN48972345,ST4083,Homo sapiens,2021,Zambia
SAMN48972347,ST607,Homo sapiens,2021,Zambia
SAMN48972348,ST39,Homo sapiens,2021,Zambia
SAMN48972353,ST101,Homo sapiens,2021,Zambia
SAMN48972354,ST432,Homo sapiens,2021,Zambia
SAMN48972358,ST337,Homo sapiens,2021,Zambia
SAMN48972360,ST17,Homo sapiens,2021,Zambia
SAMN48972367,ST17,Homo sapiens,2021,Zambia
SAMN48972372,ST5856,Homo sapiens,2021,Zambia
SAMN48972376,ST101,Homo sapiens,2022,Zambia
SAMN48972381,ST307,Homo sapiens,2022,Zambia
SAMN48972382,ST48,Homo sapiens,2020,Malawi
SAMN48972385,ST45,Homo sapiens,2020,Malawi
SAMN48972386,ST45,Homo sapiens,2020,Malawi
SAMN48972387,ST307,Homo sapiens,2020,Malawi
SAMN48972390,ST607,Homo sapiens,2021,Malawi
SAMN48972391,ST39,Homo sapiens,2021,Malawi
SAMN48972392,ST39,Homo sapiens,2021,Malawi
SAMN48972393,ST45,Homo sapiens,2021,Malawi
SAMN48972395,ST39,Homo sapiens,2021,Malawi
SAMN48972403,ST307,Homo sapiens,2021,Malawi
SAMN48972409,ST73,Homo sapiens,2021,Malawi
SAMN48972411,ST95,Homo sapiens,2021,Malawi
SAMN48972414,ST6838,Homo sapiens,2021,Malawi
SAMN48972419,ST101,Homo sapiens,2021,Malawi
SAMN48972428,ST391,Homo sapiens,2021,Malawi
SAMN48972431,ST39,Homo sapiens,2021,Malawi
SAMN48972433,ST6701,Homo sapiens,2021,Malawi
SAMN48972437,ST39,Homo sapiens,2021,Malawi
SAMN48972451,ST25,Homo sapiens,2021,Malawi
SAMN48972452,ST25,Homo sapiens,2021,Malawi
SAMN48972461,ST17,Homo sapiens,2021,Malawi
SAMN48972463,ST75,Homo sapiens,2021,Malawi
SAMN48972466,ST29,Homo sapiens,2021,Malawi
SAMN48972471,ST25,Homo sapiens,2021,Malawi
SAMN48972477,ST39,Homo sapiens,2021,Malawi
SAMN48972478,ST25,Homo sapiens,2021,Malawi
SAMN48972482,ST985,Homo sapiens,2021,Malawi
SAMN48972487,ST17,Homo sapiens,2021,Malawi
SAMN48972491,ST25,Homo sapiens,2021,Malawi
SAMN48972494,ST6516,Homo sapiens,2021,Tanzania
SAMN48972496,ST1741,Homo sapiens,2021,Tanzania
SAMN48972499,ST1741,Homo sapiens,2021,Tanzania
SAMN48972501,ST111,Homo sapiens,2021,Tanzania
SAMN48972504,ST22,Homo sapiens,2021,Tanzania
SAMN48972505,ST391,Homo sapiens,2021,Tanzania
SAMN48972506,ST1109,Homo sapiens,2021,Tanzania
SAMN48972508,ST1741,Homo sapiens,2021,Tanzania
SAMN48972509,ST322,Homo sapiens,2021,Tanzania
SAMN48972510,ST1741,Homo sapiens,2021,Tanzania
SAMN48972514,ST1741,Homo sapiens,2021,Tanzania
SAMN48972515,ST1741,Homo sapiens,2021,Tanzania
SAMN48972516,ST1741,Homo sapiens,2021,Tanzania
SAMN48972517,ST1741,Homo sapiens,2021,Tanzania
SAMN48972520,ST1741,Homo sapiens,2021,Tanzania
SAMN48972521,ST7511,Homo sapiens,2021,Tanzania
SAMN48972523,ST1741,Homo sapiens,2021,Tanzania
SAMN48972524,ST1741,Homo sapiens,2021,Tanzania
SAMN48972525,ST1741,Homo sapiens,2021,Tanzania
SAMN48972526,ST1741,Homo sapiens,2021,Tanzania
SAMN48972527,ST1741,Homo sapiens,2021,Tanzania
SAMN48972528,ST1741,Homo sapiens,2021,Tanzania
SAMN48972529,ST1741,Homo sapiens,2021,Tanzania
SAMN48972530,ST348,Homo sapiens,2021,Tanzania
SAMN48972531,ST9284,Homo sapiens,2021,Tanzania
